Date,City,State,AreaType,School,Fatalities,Wounded,Source,Desc,Year,Lat,Lon
2/19/2010,DeKalb,Illinois,,College,0,1,Wikp,"Less than a week after Northern Illinois University solemnly marked the second anniversary of a mass shooting on campus that claimed the lives of five students, the DeKalb school was the scene of further gun violence. 24-year-old NIU student, Brian Mulder, refused entry to a 22-year-old when he had tried to follow a female resident into the Stevenson Residence Hall North, where they were living, because he was not a resident. Moments later, while out. The shsooter tried to flee, but was caught by police within minutes.",2010,41.9294736,-88.7503647
2/23/2010,Littleton,Colorado,,Middle School,0,2,Wikp,"At Deer Creek Middle School, 32-year-old opened fire from a rifle in a parking lot, and wounded two eighth-graders Reagan Webber and Matt Thieu, before being restrained by 57-year-old Math teacher, David Benke, and held until his arrest. The boy's wounds were critical for the four days following the shooting. In October 2011, the shooter was found not guilty by reason of insanity.",2010,39.613321,-105.0166498
2/26/2010,Tacoma,Washington,urban,Elementary School,2,,Pah,,2010,47.2528768,-122.4442906
3/9/2010,Columbus,Ohio,,College,1,1,Wikp,51-year-old Ohio State University custodian killed a co-worker and wounded another.,2010,39.9611755,-82.9987942
4/29/2010,Portsmouth,Virginia,urban,High School,0,,Pah,,2010,36.8354258,-76.2982742
5/18/2010,South Gate,California,urban,High School,0,,Pah,,2010,33.954737,-118.2120161
8/31/2010,Blountville,Tennessee,suburban,High School,1,,Pah,,2010,36.5331586,-82.326806
9/7/2010,Detroit,Michigan,urban,High School,0,,Pah,,2010,42.331427,-83.0457538
9/8/2010,Detroit,Michigan,,High School,0,2,Wikp,"Two students were wounded in front of Mumford High School by 17-year-old. He was tried as an adult and charged with assault with intent to kill. In 2012, the shooter was sentenced to 27 years in prison.",2010,42.331427,-83.0457538
9/16/2010,Moss Bluff,Louisiana,suburban,Middle School,1,,Pah,,2010,30.3027042,-93.1907097
9/21/2010,Columbia,South Carolina,urban,High School,0,,Pah,,2010,34.0007104,-81.0348144
9/28/2010,Austin,Texas,,College,1,0,Wikp,"A 19-year-old sophomore student wielding an AK-47 and wearing a ski mask, opened fire and then killed himself in a University of Texas library",2010,30.267153,-97.7430608
10/1/2010,Salinas,California,,High School,1,0,Wikp,15-year-old student Jose Daniel Cisneros was killed after being shot several times on an athletic field at Alisal High School while walking to school. Police said that the shooting was gang-related.,2010,36.6777372,-121.6555013
10/3/2010,Elizabeth City,North Carolina,suburban,College,1,,Pah,,2010,36.2946008,-76.2510461
10/8/2010,Carlsbad,California,,Elementary School,0,2,Wikp,"41-year-old climbed over a fence and opened fire with a handgun in a playground of Kelly Elementary School, which had 230 students; two second-grade female students were grazed in the arms before the shooter was subdued by a construction worker. He was found guilty of seven counts of attempted murder and was sentenced to 189 years to life in prison.",2010,33.1580933,-117.3505939
10/25/2010,Selma,Alabama,suburban,Elementary School,0,,Pah,,2010,32.4073589,-87.0211007
11/29/2010,Marinette,Wisconsin,,High School,1,0,Wikp,"15-year-old took 23 students and a teacher hostage inside a classroom of Marinette High School for five hours. He had stormed into the class, firing with a handgun at a movie projector. Police persuaded the shooter to release the hostages. After officers entered the building, he shot himself in the head. He died the next day.",2010,45.0999849,-87.6306623
12/6/2010,Aurora,Colorado,,High School,0,1,Wikp,"In a gang-related attack outside Aurora Central High School, a 17-year-old girl was paralysed. She was one of a group of students outside the school. 20-year-old had fired shots from a car trying to hit gang rivals. Shooter was sentenced to thirty-five years in prison.",2010,39.7294,-104.8319
1/5/2011,Omaha,Nebraska,,High School,2,2,Wikp,"At Millard South High School, 18-year-old student killed assistant principal Dr. Vicki Kaspar and wounded principal Curtis Case before opening fire at police in the front office area, causing the school nurse to be wounded by gunshot debris. Shooter then drove to a parking lot and shot himself as police cornered him.",2011,41.2523634,-95.9979883
1/18/2011,Los Angeles,California,urban,High School,0,,Pah,,2011,34.0522342,-118.2436849
2/2/2011,Placerville,California,suburban,Elementary School,1,,Pah,,2011,38.7296252,-120.798546
2/14/2011,Murfreesboro,Tennessee,urban,College,0,,Pah,,2011,35.8456213,-86.39027
2/23/2011,Los Angeles,California,urban,College,1,,Pah,,2011,34.0522342,-118.2436849
3/25/2011,Martinsville,Indiana,,Middle School,0,1,Wikp,"A 15-year-old suspended student, returned to Martinsville West Middle School with a handgun. In the entrance of the school, he shot 15-year-old Chance Jackson twice in the abdomen, critically wounding him. Shooter fled the school and dropped the handgun; he was arrested shortly after. Jackson had to undergo surgery three times to save his life; he suffers from post-traumatic stress disorder. Shooter was convicted of attempted murder in August 2011, and was sentenced to thirty years in prison and five years of probation.",2011,39.4278253,-86.4283279
3/31/2011,Houston,Texas,,High School,1,5,Wikp,"Multiple gunmen opened fire during a powder puff football game at Worthing High School. One man, an 18-year-old former student died. Five other people were injured.",2011,29.7604267,-95.3698028
4/6/2011,Opelika,Alabama,suburban,College,1,,Pah,,2011,32.6454116,-85.3782795
4/13/2011,Apopka,Florida,suburban,High School,0,,Pah,,2011,28.6934076,-81.5322149
4/19/2011,Houston,Texas,urban,Elementary School,0,,Pah,,2011,29.7604267,-95.3698028
5/23/2011,Pearl City,Hawaii,,Middle School,0,1,Wikp,"A 14-year-old male student is accused of firing a handgun on the campus of Highlands Intermediate School, wounding one student. The gunman was arrested on suspicion of attempted murder. Two other suspects were arrested in connection with the shooting.",2011,21.3972222,-157.9733333
8/26/2011,Harper Woods,Michigan,suburban,High School,0,,Pah,,2011,42.4330924,-82.9240833
10/24/2011,Fayetteville,North Carolina,,High School,0,1,Wikp,"Cape Fear High School shooting: 15-year-old Catilyn Abercrombie, was shot in the neck with a rifle by fellow student, 15-years-old, at Cape Fear High School. She was hospitalized for two months in a serious condition. Shooter was arrested and charged with attempted murder. He was convicted of attempted first-degree murder and sentenced to fifteen years in prison.",2011,35.0526641,-78.8783585
11/15/2011,Berkeley,California,urban,College,0,,Pah,,2011,37.8715926,-122.272747
12/8/2011,Blacksburg,Virginia,,College,2,0,Wikp,"22-year-old part-time business student at Radford University, killed a police officer engaged in an unrelated traffic stop on the campus of Virginia Tech, he then committed suicide in a nearby parking lot.",2011,37.2295733,-80.4139393
12/9/2011,Edinburg,Texas,,Middle School,0,2,Wikp,"Two students were shot after school at Harwell Middle School in Edinburg, Texas while trying out for their school's basketball team. The shooting allegedly was done by an adult off campus, who was shooting at a target range.",2011,26.3017374,-98.1633432
1/4/2012,Brownsville,Texas,urban,Middle School,0,,Pah,,2012,25.9017472,-97.4974838
1/10/2012,Houston,Texas,,High School,0,1,Wikp,"A student opened fire with a handgun at North Forest High School, wounding another student. The shooter said that he had been confronted by three students who had been bullying him and he shot in self-defense. He hit a 16-year-old bystander in the leg. The 18-year-old suspect was charged with aggravated assault with a deadly weapon.",2012,29.7604267,-95.3698028
2/10/2012,Walpole,New Hampshire,suburban,Elementary School,0,,Pah,,2012,43.0794944,-72.4258229
2/22/2012,Bremerton,Washington,urban,Elementary School,0,,Pah,,2012,47.5650067,-122.6269768
2/27/2012,Chardon,Ohio,,High School,3,3,Wikp,"Chardon High School shooting: 17-year-old took a semi-automatic handgun and a knife to Chardon High School, where he fired ten shots at a group of students sitting in the cafeteria. He killed three boys and wounded three other students. One 16-year-old died immediately, two others died the following day. Shooter was arrested early the next morning while standing near his car. He was charged as an adult with murder, attempted murder, and firearms offenses. In March 2013, he was convicted and sentenced to three life sentences without the possibility of parole.",2012,41.5786639,-81.2133262
3/6/2012,Jacksonville,Florida,,-,2,0,Wikp,"A murder-suicide resulted in two deaths on the campus of the Episcopal School of Jacksonville. A Spanish teacher who had been fired that morning returned to the campus in the early afternoon via a pedestrian entrance, armed with an AK-47 which he concealed in a guitar case. He entered the office of the Head of School, Dale Regan, and fired multiple shots, fatally wounding her. Shooter then killed himself, in the office.",2012,30.3321838,-81.655651
3/24/2012,Starkville,Mississippi,suburban,College,1,,Pah,,2012,33.4503998,-88.8183872
4/2/2012,Oakland,California,,College,7,3,Wikp,"Oikos University shooting: 43-year-old was accused of shooting dead seven students with a handgun and wounding three others at Oikos University, a Christian college. He fled the scene, stealing a victim's car, and was apprehended hours later nearby. Shooter was charged with seven counts of murder. In January 2013, he was determined to be mentally unfit for trial and committed for treatment.",2012,37.8043637,-122.2711137
5/26/2012,Chapel Hill,North Carolina,urban,Elementary School,1,,Pah,,2012,35.9131996,-79.0558445
8/16/2012,Memphis,Tennessee,,High School,0,2,Wikp,Two Hamilton High School students were wounded in the parking lot of the school. The attack was believed to be gang-related.,2012,35.1495343,-90.0489801
8/27/2012,Perry Hall,Maryland,,High School,0,1,Wikp,"15-year-old fired two shots with a shotgun inside the cafeteria at Perry Hall School. He hit a 17-year-old senior in the lower back, causing critical wounds. The youth has Down syndrome. Shooter was subdued by two school faculty members, and arrested. In February 2013, he was sentenced to thirty-five years in prison on attempted murder charges.",2012,39.4126073,-76.463574
9/7/2012,Normal,Illinois,,High School,0,0,Wikp,"A 14-year-old student fired multiple gunshots in a classroom ceiling at Normal Community High School, and was tackled by a teacher. Nobody was injured. The student was arrested and charged with sixteen felony counts.",2012,40.5142026,-88.9906312
9/12/2012,Baltimore,Maryland,urban,College,0,,Pah,,2012,39.2903848,-76.6121893
10/6/2012,Mobile,Alabama,,College,1,0,Wikp,"A University of South Alabama student, Gil Collar, was fatally shot by a campus police officer. Collar, 18, was at the time under the influence of a hallucinogenic, 25I-NBOMe. Acting erratically, he had repeatedly approached the police officer ""in a fighting stance"", while naked and unarmed. Officer Trevis Austin, equipped with pepper spray and a baton, felt his life was threatened and shot him, once through the chest. Austin was cleared of any wrongdoing by the university.",2012,30.6953657,-88.0398912
10/19/2012,Chicago,Illinois,,High School,1,0,Wikp,"18-year-old Banner Academy South student, Terrance Wright, was killed during an attempted robbery. Wright was approached by five would-be robbers as he left the school about 3:40 p.m.. He was shot in the chest as he fought back when one assailant was going through his pockets.",2012,41.8781136,-87.6297982
10/31/2012,Los Angeles,California,,College,0,4,Wikp,"At a Halloween party on the University of Southern California campus, an argument escalated and a 20-year-old used a handgun to shoot rival gang member, Geno Hall, seven times, critically wounding him. He wounded three other people, none were students at USC, they were hospitalized with less serious injuries. Shooter was arrested just minutes after the shooting, which took place outside USC Grand Ballroom at around 11:30 p.m. In April 2014, he was convicted of attempted murder and sentenced to forty years to life in prison.",2012,34.0522342,-118.2436849
11/30/2012,Baltimore,Maryland,urban,College,0,,Pah,,2012,39.2903848,-76.6121893
12/14/2012,Newtown,Connecticut,,Elementary School,28,2,Wikp,"Sandy Hook Elementary School shooting: 20-year-old killed twenty-six people and himself. He first killed his mother at their shared home before taking her guns and driving to the school. Shooter brought four guns with him. He killed twenty first-grade children aged six and seven during the attack at school, along with six adults, including four teachers, the principal, and the school psychologist. Two other persons were injured. He then killed himself as police arrived at the school.",2012,41.4141172,-73.3035651
1/7/2013,Fort Myers,Florida,,-,1,0,Wikp,"Shots were fired at Apostolic Revival Center Christian School, leaving 27-year-old Kristopher Smith dead in what was believed to be a retaliation killing, possibly for his talking with police about a previous incident.",2013,26.640628,-81.8723084
1/10/2013,Taft,California,,High School,0,2,Wikp,"16-year-old student entered a science classroom of Taft Union High School with a shotgun and opened fire, critically wounding 16-year-old student Bowe Cleveland. He shot at but missed another student. The classroom teacher Ryan Heber convinced him, to drop his weapon. He was later arrested. On January 14, he was charged with two counts of attempted murder and assault with a firearm. He was convicted and accepted a plea deal with a sentence of 27 years and 4 months. According to the attorney for the family, they were not satisfied with the sentence.",2013,35.1424671,-119.4565078
1/12/2013,Detroit,Michigan,,High School,0,1,Wikp,A 16-year-old Osborn High School student is wounded after a basketball game.,2013,42.331427,-83.0457538
1/15/2013,Hazard,Kentucky,suburban,College,3,,Pah,,2013,37.24954,-83.1932284
1/15/2013,St. Louis,Missouri,,College,0,2,Wikp,"A 34-year-old gunman wounded an administrator in his office on the fourth floor of Stevens Institute of Business and Arts. The suspected gunman, a part-time student, wounded himself in a stairwell. Both the administrator and the shooter were hospitalized in stable conditions. He was charged with three felony charges, including assault.",2013,38.6270025,-90.1994042
1/15/2013,Hazard,Kentucky,,College,3,0,Wikp,"Two people were killed and a third person was wounded at the parking lot of Hazard Community and Technical College. The third victim, 12-year-old Taylor Cornett, died from her wounds the next day. 21-year-old was arrested and charged with three counts of murder.",2013,37.24954,-83.1932284
1/16/2013,Chicago,Illinois,,College,1,0,Wikp,"A 17-year-old boy, Tyrone Lawson, was killed in a parking lot of Chicago State University. The shooting happened after high school basketball games held on the campus, where Lawson had been a spectator. Police arrested two brothers, 30-years-old, after the shooting and recovered a weapon.",2013,41.8781136,-87.6297982
1/22/2013,Houston,Texas,,College,0,3,Wikp,"Lone Star College‚ North Harris shooting: Outside Lone Star College‚ North Harris, two men got into an argument. One wounded the other. He also wounded a maintenance man, and accidentally shot himself in the leg. The shooter fled into the woods and was arrested hours later. The charges against the initial suspect were dropped and another man was arrested.",2013,29.7604267,-95.3698028
1/31/2013,Phoenix,Arizona,urban,High School,0,,Pah,,2013,33.4483771,-112.0740373
1/31/2013,Atlanta,Georgia,urban,Middle School,0,,Pah,,2013,33.7489954,-84.3879824
1/31/2013,Phoenix,Arizona,,High School,0,0,Wikp,"An argument between two rival gangs escalated to what police described as a ""gun battle"" at Cesar Chavez High School. Approximately fifteen shots were fired in the vicinity of people waiting to get into a scheduled boys' basketball game. No one was injured.",2013,33.4483771,-112.0740373
1/31/2013,Atlanta,Georgia,,Middle School,0,2,Wikp,"A 14-year-old male student was wounded at Price Middle School. The gunman, a 15-year-old student, was believed to be arguing with the other student before using a handgun to shoot him. A teacher was also wounded. Afterward, the gunman was disarmed by a school resource officer and arrested; police charged him with aggravated assault.",2013,33.7489954,-84.3879824
3/18/2013,Orlando,Florida,,College,1,0,Wikp,"At the University of Central Florida, 30-year-old student pulled a fire alarm at the Tower One dormitory, to attract a crowd. He pointed a handgun at his roommate and threatened to shoot him in their room; he released the roommate, who ran out and called 9-1-1. He then fatally shot himself in the head. Authorities found an assault weapon, a couple hundred rounds of ammunition and four homemade bombs inside his backpack.",2013,28.5383355,-81.3792365
4/12/2013,Christiansburg,Virginia,suburban,College,0,,Pah,,2013,37.1298517,-80.4089389
4/12/2013,Dublin,Virginia,,College,0,2,Wikp,"New River Community College shooting incident: Two women were wounded during a shooting at the campus of New River Community College. 18-year-old was taken into custody. In June 2014, he was sentenced to 38 years in prison.",2013,37.1057,-80.6853
4/16/2013,Grambling,Louisiana,,College,0,3,Wikp,Three students were injured on the campus of Grambling State University.,2013,32.5276503,-92.7140402
4/18/2013,Cambridge,Massachusetts,,College,2,1,Wikp,"At the Massachusetts Institute of Technology, near Building 32, the Ray and Maria Stata Center, a campus police officer was shot multiple times and killed. The shooting was believed to be perpetrated by the suspects of the Boston Marathon bombings three days prior to this shooting. About three hours after the MIT shooting, one shooter died in a gunfight with police in Watertown, Massachusetts. Another officer was seriously wounded. The other suspect was arrested 18 hours afterward in Watertown, and was hospitalized in critical condition from a gunshot wound to the neck.",2013,42.3736158,-71.1097335
5/14/2013,Birmingham,Alabama,,Middle School,0,0,Wikp,"Allegedly responding to a student fight, a mother of a student fired a weapon on the campus of Ossie Ware Mitchell Middle School. No one was injured.",2013,33.5206608,-86.80249
6/7/2013,Santa Monica,California,,College,6,4,Wikp,"2013 Santa Monica shooting: 23-year-old began a killing spree at his home. After killing his 55-year-old father, Samir ""Sam"" Zawahri, and 25-year-old brother, Chris Zawahri, he set the house ablaze. Dressed all in black with body armor and wielding an AR-15-type semi-automatic rifle, he carjacked 41-year-old Laura Siska, shooting 50-year-old Debra Fine, as she attempted to intervene, before forcing Siska to drive to Santa Monica College. Upon arriving on the college campus, he began shooting at passing vehicles, including a police car and a city bus, leaving three people with minor injuries. The shooter next targeted a Ford Explorer, killing the driver, 68-year-old campus groundskeeper, Carlos Navarro Franco, and fatally wounding the passenger, his 26-year-old daughter Marcela Diaz-Franco, a student at the college, who died two days later. 68-year-old Margarita Gomez, who was collecting cans outside the library, died after being shot in the abdomen and chest. He opened fire on students who were trying to run away. It ended at the college library where he opened fire on students studying for finals, before being fatally wounded in an exchange of gunfire with responding police officers.",2013,34.0194543,-118.4911912
6/20/2013,West Palm Beach,Florida,urban,High School,2,,Pah,,2013,26.7153424,-80.0533746
8/20/2013,Decatur,Georgia,,-,0,0,Wikp,"Armed with an automatic rifle, 21-year-old fired six shots inside the front office of Ronald E. McNair Discovery Learning Academy. He barricaded himself in the office, where police returned fire. Nobody was injured. Children were evacuated. After talking with school bookkeeper, Antoinette Tuff in the front office, he was persuaded to surrender before anyone was hurt. He was arrested and charged.",2013,33.7748275,-84.2963123
8/23/2013,Sardis,Mississippi,,High School,1,2,Wikp,"15-year-old student, Roderick Bobo, was killed during a football game at North Panola High School in what was termed a gang-related shooting. Two others were injured in the shooting. Three men were charged as being responsible for the crime.",2013,34.4370511,-89.9159227
8/30/2013,Winston-Salem,North Carolina,,High School,0,1,Wikp,"A 15-year-old male student was shot at Carver High School, at 2:30 p.m.. He was hospitalized with minor injuries. An 18-year-old male student was apprehended without further incident. The suspected gunman is charged with assault with a deadly weapon inflicting serious injury, carrying a concealed gun, possessing and discharging a firearm, and carrying a firearm onto educational property. The shooting was believed related to a dispute between the suspect and the victim.",2013,36.0998596,-80.244216
10/4/2013,Pine Hills,Florida,,High School,0,2,Wikp,"A 16-year-old student was shot in the hip outside Agape Christian Academy after a fight broke out at 2 p.m.. An innocent bystander was hit by a stray bullet or shrapnel. The two victims were treated for minor injuries. The suspected shooter reportedly fled in a car with several other males, and was not caught.",2013,28.5577794,-81.4534046
10/21/2013,Sparks,Nevada,,Middle School,2,2,Wikp,"12-year-old seventh-grade student opened fire with a handgun at the basketball courts of Sparks Middle School, injuring one student in the shoulder. Michael Landsberry, a teacher and veteran, tried to intervene and was killed by the shooter. He also wounded a student trying to help the teacher. The shooter then committed suicide by shooting himself in the head. The shooting happened before classes, and the school was evacuated and was closed for the week.",2013,39.5349112,-119.7526886
11/2/2013,Greensboro,North Carolina,,College,0,1,Wikp,A 21-year-old student was wounded at North Carolina A&T State University. The victim was hospitalized for serious but non-life-threatening injuries. The university was temporarily locked down that night. No suspects are in custody.,2013,36.0726354,-79.7919754
11/3/2013,Lithonia,Georgia,,High School,0,2,Wikp,A Stephenson High School student and a janitor were shot in an apparent confrontation between football team members and a group of teens who were not attending the school. Both were innocent bystanders.,2013,33.7123305,-84.1051939
11/13/2013,Pittsburgh,Pennsylvania,,High School,0,3,Wikp,"After classes ended, at least one gunman came out of the woods and opened fire on three students as they were walking to their cars at Brashear High School. One student was grazed in the head, another was struck in the neck and shoulder, and a third was hit in the leg and foot. Six people were taken into custody. The shooting is believed to be drug-related.",2013,40.4406248,-79.9958864
12/4/2013,Winter Garden,Florida,,High School,0,1,Wikp,"A 15-year-old student was wounded by a 17-year-old student near a soccer field on the campus of West Orange High School. The shooting occurred after a fight broke out between the two students. The 17-year-old suspected shooter was taken into custody several miles away from the school, and is charged with attempted murder, aggravated battery with a firearm, possession of a firearm by a minor and possession of a firearm on school grounds. In October 2014, the shooter was sentenced to twenty-five years in prison.",2013,28.5652787,-81.5861847
12/13/2013,Centennial,Colorado,,High School,2,0,Wikp,"18-year-old shot 17-year-old student Claire Davis in the head, fatally injuring her, in a hallway in Arapahoe High School. He then took his own life. The shooter was armed with a shotgun, three Molotov cocktails, and a machete. His intention was to shoot the librarian who had disciplined him. Claire Davis died from her injuries on December 21, 2013.",2013,39.5807452,-104.8771726
12/19/2013,Fresno,California,,High School,0,1,Wikp,"Four teens (16, 16, 16 and 17 years old) entered Edison High School in what was believed as a gang-initiation process. After accosting a 62-year-old woman about a mile away from school grounds, they found an athletic trainer who taught at Edison High and shot him several times in the leg and stomach.",2013,36.7468422,-119.7725868
1/9/2014,Jackson,Tennessee,,High School,0,1,Wikp,A 16-year-old student was charged with bringing a gun to school at Liberty Technology Magnet High School and shooting a classmate in the thigh. The incident occurred outside the front of the school.,2014,35.6145,-88.8139
1/13/2014,New Haven,Connecticut,,High School,0,1,Wikp,"A 14-year-old boy was shot outside of a basketball game at the Hillhouse High School athletic facility, suffering wounds in his hand and leg.",2014,41.3082,-72.9251
1/14/2014,Roswell,New Mexico,,Middle School,0,3,Wikp,"Two people were wounded inside the gymnasium of Berrendo Middle School, at about 8:10 a.m.. An 11-year-old boy and a 13-year-old girl were airlifted to a hospital in Lubbock, Texas in critical condition. The 12-year-old suspected shooter, a seventh grade student, was apprehended at the scene after he was talked down by a staff member and dropped the shotgun. A staff member received minor injuries. The shooter was charged with three counts of aggravated battery with a deadly weapon. He was sentenced to a maximum sentence of confinement in a juvenile detention facility until he is twenty one years old.",2014,33.3943,-104.523
1/17/2014,Philadelphia,Pennsylvania,,High School,0,2,Wikp,"A student allegedly shot two other students in the gymnasium at Delaware Valley Charter School. Both victims, a male and a female, were shot in the arm. They were taken to a nearby hospital and are in stable condition, police say. Police Commissioner Charles Ramsey said at a news conference that the shooter ran out of the school after the shooting but was taken into custody near his home. 17-year-old was arrested and charged as an adult for aggravated assault, recklessly endangering another person and firearms offenses. He was sentenced to two years of juvenile detention.",2014,39.9525839,-75.1652215
1/20/2014,Chester,Pennsylvania,,College,0,1,Wikp,One person was critically injured at Widener University. The incident occurred around 10 p.m. outside the university sport complex and led to an 8-hour university lock-down. The suspect was not immediately found.,2014,39.8496,-75.3557
1/21/2014,West Lafayette,Indiana,,College,1,0,Wikp,"A 21-year-old student, Andrew Boldt, was killed in a classroom building on the campus of Purdue University. 24-year-old student was found guilty of the murder and was sentenced to sixty-five years of prison. In October 2014, he committed suicide in his cell.",2014,40.4258686,-86.9080655
1/24/2014,Orangeburg,South Carolina,,College,1,0,Wikp,A 20-year-old student was killed at South Carolina State University. A 19-year-old was arrested and charged with murder.,2014,33.4918,-80.8556
1/25/2014,Los Angeles,California,,College,1,0,Wikp,A man was killed at Los Angeles Valley College. Two suspects were arrested in the fatal shooting.,2014,34.0522342,-118.2436849
1/27/2014,Carbondale,Illinois,,High School,0,1,Wikp,A group of students at Rebound High School got in an argument in the school's parking lot. One student pulled out a gun and shot another student in the ensuing altercation. An 18-year-old suspect is facing charges of attempted murder.,2014,37.7275,-89.2167
1/28/2014,Nashville,Tennessee,,College,0,1,Wikp,One student was shot in the leg in an apparent altercation over a gambling debt at Tennessee State University.,2014,36.1626638,-86.7816016
1/30/2014,Palm Bay,Florida,,College,0,1,Wikp,Three students were fighting in a parking lot of Eastern Florida State College and one pulled out a gun and shot another of the students. All three students claimed self-defense.,2014,28.0332,-80.643
1/31/2014,Des Moines,Iowa,,High School,0,1,Wikp,"After a basketball game at North High School, there was gunfire in a parking lot of the school. Six males in a black jeep had come moments before the shooting and returned at the time it happened. A 15-year-old girl was injured by a ricocheting bullet. While officers were gaining control of the area, teachers on the scene led students into the school building for safety.",2014,41.5911,-93.6037
2/10/2014,Salisbury,North Carolina,,High School,0,1,Wikp,"A 16-year-old student was shot in the stomach on the campus of Salisbury High School during a dispute in the school gym. 17-year-old suspect was charged with assault with a deadly weapon with intent to kill inflicting serious injury, possession of a firearm on school property and discharging a weapon on school property.",2014,35.671,-80.4742
2/10/2014,Lyndhurst,Ohio,,High School,0,0,Wikp,"Five shots were fired in the parking lot of Charles F. Brush High School, including one which hit an unoccupied police car. No one was reported to be injured, though a school basketball game was going on at the time.",2014,41.5201,-81.4887
2/12/2014,Los Angeles,California,,College,0,1,Wikp,A male victim was shot in the back in a possible gang-related drive-by shooting near the University of Southern California. The suspect fled into the University Campus. The victim was last reported in stable condition before being transported to a local hospital.,2014,34.0522342,-118.2436849
2/22/2014,Augusta,Georgia,,College,0,1,Wikp,"A shooting involving a campus police officer occurred at a Georgia Regents University dormitory complex. A male suspect entered a vehicle and nearly struck an officer, who opened fire. The suspect was taken to Georgia Regents Medical Center with injuries that were not believed to be critical.",2014,33.471,-81.9748
3/12/2014,Miami,Florida,,Elementary School,1,0,Wikp,An elementary school teacher was killed outside The Academy of Knowledge Preschool by her husband.,2014,25.7616798,-80.1917902
3/25/2014,College Park,Georgia,,High School,0,0,Wikp,"An argument between students led to shots being fired in a Benjamin Banneker High Schoolparking lot during the afternoon. Investigators believe multiple people were present when shots were fired, but it was not known how many could face charges for the incident. No one was injured in the shooting.",2014,33.6033,-84.47157
4/9/2014,Greenville,North Carolina,,High School,0,0,Wikp,"Just after the lunch hour, at D. H. Conley High School, a car drove past the school and witnesses said an occupant reached out of a car window and fired shots in the direction of the school. This incident occurred on Worthington and Tull Roads, directly in front of the school. No one was injured.",2014,35.6127,-77.3664
4/11/2014,Detroit,Michigan,,High School,1,0,Wikp,"After a Friday evening student awards ceremony called ""Grammy Night"", four men who were affiliated with a gang fired into a crowd in the parking lot of East English Village Preparatory Academy. One 19-year-old, Darryl Smith, was fatally shot in the head. Smith was not a student at the academy.",2014,42.331427,-83.0457538
5/4/2014,Augusta,Georgia,,College,0,1,Wikp,"Two men fired shots inside a dormitory at Paine College on Sunday, injuring one student in the head. Neither of the suspects were students at the college.",2014,33.471,-81.9748
5/5/2014,Augusta,Georgia,,College,0,1,Wikp,An active shooter situation was reported at Paine College on Monday with one person reported to be shot. The suspect was apparently apprehended and in custody. It was the second shooting incident to occur at the college campus in two days.,2014,33.471,-81.9748
5/8/2014,Lawrenceville,Georgia,,College,0,1,Wikp,"A person was shot on a student parking lot roof at Georgia Gwinnett College, receiving an injury. The specific cause has not been identified.",2014,33.9562,-83.988
5/14/2014,Richmond,California,,High School,0,1,Wikp,A 14-year-old student was injured during a drive-by shooting in front of John F. Kennedy High School at 8:30 a.m.. He was shot as he was running towards the school campus after a fight took place. The student suffered a serious but stable injury to his leg. Police are searching for a suspect.,2014,37.9358,-122.3477
6/5/2014,Seattle,Washington,,College,1,2,Wikp,"19-year-old students, Paul Lee and Sarah Williams, and 24-year-old student, Thomas Fowler, were shot inside a hallway of Otto Miller Hall at Seattle Pacific University. Freshman Lee was rushed to Harborview Medical Center but later died. The shooter was subdued with pepper spray and tackled to the ground by student building monitor, Jon Meis, as he paused to reload his shotgun. 26-year-old was arrested at the scene and has been charged with premeditated and attempted murder.",2014,47.6062095,-122.3320708
6/10/2014,Troutdale,Oregon,,High School,2,1,Wikp,"At around 8:30 a.m. shots were fired at Reynolds High School. 14-year-old freshman Emilio Hoffman was killed, a physical education teacher was injured, and the gunman, 15-year-old exchanged gunfire with police officers and then committed suicide in a restroom stall.",2014,45.5318,-122.3912
9/9/2014,Miami,Florida,,-,0,1,Wikp,"Towards the end of the school day, one alternative school student in Miami was shot as a small group of students tussled. The injury was minor, requiring hospitalization, and five young adults were later questioned.",2014,25.7616798,-80.1917902
9/27/2014,Terre Haute,Indiana,,College,0,1,Wikp,"A 20-year-old Indiana State University student was shot by another student on Saturday inside a residence hall. The injuries were not fatal, and a full recovery was expected. The shooter was arrested on the following day.",2014,39.4667,-87.4139
9/30/2014,Albemarle,North Carolina,,High School,0,1,Wikp,"Two students got in an argument at Albemarle High School around 7:30 a.m. on Tuesday, and one of the students shot the other twice including once in the leg. The student who committed the shooting was allegedly involved in a stabbing of a football player last year at West Montgomery High School, which is only 20 miles (32 km) away in Mount Gilead, North Carolina. The school had held an active shooter training over the summer, which prepared the school for this incident.",2014,35.3501,-80.2001
9/30/2014,Louisville,Kentucky,,High School,0,1,Wikp,"One student was injured at Fern Creek Traditional High School. The incident occurred around 1 p.m., reportedly after student became enraged in a hallway and pulled out a gun. The student was arrested later that day.",2014,38.2542,-85.7594
10/3/2014,Fairburn,Georgia,,High School,1,0,Wikp,"After a homecoming football game, a fatal shooting of 17-year-old Kristofer Hunter, occurred in the Langston Hughes High School parking lot. The assailant, 18-year-old turned himself in a week later.",2014,33.5671,-84.581
10/24/2014,Marysville,Washington,,High School,5,1,Wikp,"Marysville Pilchuck High School shooting. 15-year-old freshman shot five students in the school cafeteria of Marysville Pilchuck High School, fatally wounding four, before committing suicide.",2014,48.0627,-122.1633
